Vertex1,Vertex2,Color1,Color2
2WIVF,GBBE4,green,blue
UM75W,3KJV3,blue,green
1ZK9D,307TC,red,red
ZK44L,OXEV0,red,red
8TQMV,H7INM,blue,red
Z4WZE,81Y5B,green,red
QMZ0E,5KRDT,blue,red
VOSVE,ZXZK2,blue,red
MBTVY,Q50LR,green,blue
TPDPS,261PO,red,red
CBAN8,0OW1H,green,red
LW081,Z8XKE,green,blue
6WC6X,R6F6H,red,red
KMTBL,G7SJA,blue,red
R5OSH,NM9F5,green,red
TE4W8,RNA90,green,green
6D5BN,TNWAH,red,red
95DY7,YK10O,red,blue
K7XEQ,JUQPG,red,green
VQMB8,MQAVN,red,green
3XK89,HZ9MN,blue,green
4BHC6,RMS3X,blue,green
63TIL,QZ8WS,blue,green
RZUKL,POZSM,green,blue
Q6YHQ,MT023,green,blue
UK2C1,95TRY,blue,blue
0JK41,QRVCZ,green,green
LCPB3,AYH5F,blue,blue
ACD94,H35NM,blue,green
QRVCZ,3H5IP,blue,blue
PCDJ2,J044L,blue,green
E6RRQ,G2VZ2,blue,green
NZI2D,4Q9LK,green,red
DR6PG,4FRD4,red,blue
QKAYH,WM6RC,green,red
UG4R0,Q06GD,blue,red
QYHQE,EH20F,green,green
5Q3W0,25I5U,green,red
HFI1S,NCPB6,blue,red
0NGPG,20GPH,green,green
AU606,FYWQX,green,red
VWAFG,9GLJN,green,green
OWIL3,CVZHS,red,blue
YN466,9UYBE,red,green
WL8G1,VO2EW,green,blue
869QV,9GG22,red,green
XHIY2,GV88P,green,blue
QL3BO,93OKD,blue,blue
HQ764,M6H57,red,green
P99SW,5Q3W0,red,blue
CIQ3Z,31ETL,blue,blue
QORDP,SAZIF,blue,red
5OFQ8,8TWXR,red,green
VWAFG,LSYOZ,red,blue
SOYLH,AGOZZ,blue,blue
3AUHG,IA9NO,red,green
ZG1MT,MA86Q,blue,green
QUVEF,LEA39,green,red
FYWQX,XIZ3Z,green,blue
QMZ0E,IOSYM,green,red
JZF3M,AON59,blue,red
WXU50,0ETWX,green,red
RJMT7,IA9NO,blue,green
IYJRB,W4ATV,green,red
K7XEQ,V05JZ,blue,red
7KPBM,6ALQ8,green,red
SBAA4,GJP2Z,red,blue
3AUHG,HIXT3,red,red
XHQ7J,8IC4M,green,red
8XKBN,N22QM,green,blue
QYHQE,CGTHJ,green,green
QO918,ZK44L,red,red
9Q8T3,0JK41,green,red
T7TKS,OU3EL,blue,green
H7INM,T9RTB,red,red
WMQ5G,TZXWR,red,red
AFCRO,ACD94,blue,green
EBAKR,1BG8G,red,red
C0A83,RZ81Y,green,red
RZCIK,UCV8I,red,blue
Y6E8U,WLWN0,blue,red
8EYU2,40LDN,red,green
LW081,69023,green,red
77EKN,VGCBK,blue,red
LY9E1,CVZHS,green,green
1VQ20,UM75W,red,red
4F8J5,VQQJZ,blue,red
79EN1,TUB95,red,blue
UO2GJ,DWSJP,blue,blue
60LS1,2ZIYM,blue,red
NR93Z,GPNCP,blue,blue
HE01O,ECZFS,green,green
WB3SK,68IVQ,blue,blue
HZ9MN,Q50LR,green,green
GWYS3,UXOQ4,red,green
CRV51,V05JZ,blue,blue
ZUH32,58MXZ,red,blue
7L4N7,DUBO2,blue,red
4FRD4,R7M6P,red,red
X25PS,BNTMC,green,red
IZWDJ,XW119,green,green
1E8CL,7WJYZ,red,blue
1J5IR,024RU,red,green
8O3WN,ZV1X2,blue,blue
HY4U1,CUBF4,red,green
SXGHY,7EESK,blue,red
ZQ4G5,869QV,red,blue
M4PY7,U3VP9,red,blue
7KPBM,E3VR0,blue,red
URWZ0,SAZIF,green,blue
9WBUE,TX9YB,blue,green
J2LJA,TVCVK,red,green
6WC6X,4SO3V,blue,green
ZHKVE,SDUCZ,blue,blue
T5YAR,Y7WP0,blue,green
6X0IF,TZ4GS,green,red
RXY8J,0MUJX,green,red
CM9IK,TRRK5,red,green
59R0M,FJVAM,green,red
UM75W,356NS,red,red
ILLL9,CS5BZ,blue,blue
VWO99,HCS0S,blue,green
A713J,X4PN1,blue,green
G2VZ2,68KDQ,red,blue
68KDQ,QIPV9,red,blue
YRLLE,OXZY3,red,green
25M6W,KTYQL,red,green
7FA80,APVFH,blue,green
OZUXL,NY1XK,red,blue
XX0BU,KDLRJ,blue,green
GDH3B,SJSTG,green,blue
7BMH8,5Y3JS,red,red
T35D2,V3WWX,blue,green
B3CQ5,1BG8G,blue,green
D928C,08Y3M,red,red
E3VR0,Q55UQ,green,green
497HN,NX6IS,red,blue
20GPH,YRLLE,blue,green
47PML,0ZU6L,red,red
RNA90,8IC4M,blue,green
HFZ09,17GPA,blue,red
1XDT0,P6UWK,blue,blue
J1DJT,29T7Z,red,red
EM6X2,4ZE4T,red,green
668M7,SOYLH,red,blue
B3CQ5,AL938,red,red
8B1MM,PVP6H,green,red
UCFUW,HTPRR,blue,green
B2N0W,C534Z,red,green
NM9F5,MF23U,green,green
XVE9I,SDUCZ,green,red
ETZU0,0NGPG,green,blue
E1B4Z,GK2R7,blue,red
0PQCE,T0JC3,red,blue
Y4KI8,3800R,green,blue
ZUH32,ZDMBU,red,blue
KTYQL,CI7JY,blue,red
EOH2G,HSOOO,red,green
19IZN,PRVWI,blue,green
KYYP4,DBJAC,green,red
USPVZ,A713J,blue,red
4Q9LK,0H2EG,green,red
ADLTN,VIIYS,blue,red
E1B4Z,ZLXNY,blue,green
A09IX,H35NM,green,red
VFLPK,MF23U,green,blue
WNE53,STC9O,blue,blue
QKAYH,P5H9O,green,red
4PXGE,NECSE,green,blue
UVFL8,LX8YS,red,red
1JXO7,ZHKVE,red,red
MA86Q,MKTV8,red,green
RIC0E,MC8Y5,blue,green
6F92J,UI19F,green,green
Y4ARZ,356NS,red,red
VGCBK,21L0W,blue,blue
8A4NB,8S0Y5,red,blue
CGTHJ,I9LIN,blue,red
GK2R7,HE01O,green,blue
T0JC3,GW76F,blue,blue
AGOZZ,9XAYZ,blue,green
UHZ81,EZP7K,blue,green
CZBX1,CABJT,blue,green
ZEOKC,B6T28,blue,blue
Y45K6,TE4W8,green,red
2ZV6W,3KJV3,blue,green
0OW1H,2NEKH,red,blue
8312J,Y6XM9,red,green
IPLBI,IL210,blue,red
CIAV6,TUB95,blue,green
0NNHS,HOYWL,blue,green
T35D2,0YBC7,blue,blue
H35NM,O2TIT,green,green
QXFUA,B5S64,red,red
X82DQ,B2N0W,blue,red
LYPHQ,REH01,green,green
Y7WP0,EKI8S,green,blue
ZJB2A,6L9KH,blue,green
DR6PG,60LS1,green,red
E7DB8,K7XEQ,red,green
Q06GD,V3WWX,green,blue
XX0BU,0OW1H,red,blue
2WIVF,I7JCV,green,red
HI6UQ,MBTVY,blue,green
XP6I4,BDE5C,blue,blue
WXU50,QULXT,green,red
NR93Z,I0822,green,blue
6SACK,C0A83,blue,red
MYFU1,S30AR,blue,blue
67GPP,UK769,green,green
KUVKE,OZUXL,red,green
U2O9D,4BHC6,blue,green
X6MNV,KTYE7,blue,green
WUGEM,95DY7,green,blue
9GLJN,B6HM5,red,red
GBBE4,B5S64,green,green
UABTE,UQ9FE,green,red
GBBE4,2WIVF,blue,blue
DUBO2,B4IF8,green,green
79KC4,5R9W8,blue,red
6VBCA,7LFRV,green,green
IZWDJ,O7E9H,blue,blue
A713J,MT023,green,blue
5E9F4,SRP3U,blue,green
0PQCE,VJOMK,red,blue
VZ9K4,A713J,green,red
6XWDH,DR6PG,green,blue
012KO,HI6UQ,green,green
8T9DT,MT2P6,red,blue
XX0BU,LX8YS,red,red
BDDE6,13KHW,blue,red
B6T28,NW37L,green,blue
ORM7Z,1CIPK,blue,red
FZPMI,TUB95,green,green
KTYE7,XP6I4,green,red
PUDE6,0N84X,blue,red
8T9DT,7XHXX,red,red
L0GUU,ZJB2A,blue,green
JGR33,YNALB,red,green
H2BUK,CLE4I,blue,red
25I5U,LX8YS,green,green
MBJ73,GHLUB,red,green
KTZ8M,8AUBU,red,red
0PQCE,KRICQ,green,blue
G8HQG,UO2GJ,red,green
0J8TC,3H5IP,blue,red
D50EY,TVCVK,red,blue
ZV1X2,V3WWX,blue,blue
KPSJG,UCV8I,red,blue
3FABK,EM6X2,blue,green
2TFGW,ZFF48,red,green
68IVQ,9WBUE,red,green
Z9VY0,Y7WP0,red,green
SR4CW,PA5OG,green,green
3YGHQ,F5AJO,red,blue
B6HM5,DJLXF,green,blue
8R4HC,A713J,green,blue
UCFUW,5MMY6,red,blue
T5YAR,K64N9,green,blue
UB6SB,HRRC3,red,blue
MSR3J,DUBO2,blue,blue
8A4NB,7I9N1,red,red
WS2R3,5B9WH,red,blue
BJ9CO,1VQ20,green,blue
U8DQB,VO2EW,red,green
UO2GJ,JZ8U0,green,green
YG72D,4BHC6,red,red
7I6QF,Y6W0H,blue,blue
7GMMP,F5AJO,blue,blue
DNQZA,EFL8F,red,blue
RTH2Y,7G8B6,blue,blue
STC9O,J2OYQ,red,red
79EN1,QMZ0E,red,green
VWO99,ILLL9,red,blue
J7FBX,UCFUW,blue,red
7KPBM,81Y5B,green,blue
MYFU1,GBBE4,green,green
2NEKH,0KNP9,blue,green
8B09U,EM1SW,green,blue
NZI2D,487C7,red,red
DOE2U,MHUJK,blue,green
XP6I4,YN466,green,green
TZXWR,KUVKE,blue,red
KYYP4,LARYM,blue,red
FFML4,4Q9LK,blue,green
HSOOO,AEJPJ,green,red
U81KC,OJ50M,blue,blue
8TQ7L,0ZU6L,red,blue
REY4S,ROGON,green,blue
MA86Q,XS4CF,green,red
C0A83,R7M6P,blue,green
PVP6H,J9DCM,red,blue
ZTPEJ,6JX21,green,blue
EA5EV,H3IOL,red,blue
LSYOZ,QQB30,green,blue
UPSI5,TU2AE,green,green
D0OHH,X4LY7,red,green
RJMT7,VFN8X,red,green
TUB95,58MXZ,red,green
47PML,XW119,blue,green
1LZXI,OYJ9Q,red,blue
JUQPG,FMJIU,red,red
4RS41,8IC4M,green,blue
2PH58,P38VP,blue,green
ZJB2A,MRQ26,blue,blue
HE01O,GBBE4,red,blue
Q06GD,SWPCP,green,red
U2R3W,SJU70,red,green
A713J,GSOWC,red,red
SYCL1,IOSYM,green,blue
ZR6FE,TNNNC,blue,green
YQRQN,LW3QV,blue,green
VSLS8,HSOOO,red,red
SGORL,OZUXL,green,red
Z5ONJ,EK1O1,green,red
CABJT,240D9,blue,green
ZLXNY,PG32T,green,red
XGDU6,78GXV,green,blue
3AUHG,STC9O,red,red
3KJV3,E3VR0,red,blue
CLE4I,A713J,blue,blue
FA765,OV6Q4,red,blue
0OW1H,VXSGC,red,green
SOYLH,B45P3,red,red
NR93Z,2OKRA,blue,red
F83IQ,UBGGP,green,green
3KJV3,3H4QS,green,red
AGOZZ,GHLUB,blue,green
JQ31B,6PQRL,green,green
QMKRO,487C7,red,blue
OXZY3,8DEPA,blue,blue
270ZF,G3BPC,blue,blue
EH20F,RZGG2,blue,green
6DPQU,ZEOKC,blue,red
OF1N6,9GX2B,red,blue
IN38O,LYPHQ,red,green
TE4W8,QO918,red,blue
HQ764,NBRBM,green,blue
RRIZU,V4ZBV,green,blue
FMJIU,1TZFX,red,green
WLWN0,QEB8G,blue,red
TPDPS,MQAVN,red,red
3XK89,RIC0E,blue,blue
7G8B6,TNWAH,blue,green
2L970,5AP0L,red,blue
UPSI5,TVP5I,green,blue
6DPQU,2ETET,red,blue
0VLNR,ACEBZ,green,red
7G8B6,XG8JK,red,red
6BEXO,5MMY6,red,blue
UQ9FE,4UQ24,blue,green
ENOMT,8ALZW,red,blue
0B8RB,CO1DP,blue,blue
DOE2U,8TWXR,green,blue
T0BO1,SCPD1,red,red
93OKD,NYM29,blue,red
89PG4,OV6Q4,green,blue
6X0IF,U3VP9,blue,red
3H4QS,QORDP,green,blue
VQQJZ,801KY,blue,red
5LDPF,K4WSY,green,blue
LHLWN,EITEV,blue,blue
6XE5S,4VKA8,green,green
0VLNR,U2O9D,green,green
CHFTC,X25PS,blue,blue
CGTHJ,0YBC7,red,green
8NQAS,TNB22,blue,red
DJ47M,B66MU,blue,green
ZZQOZ,GYJWK,blue,red
UI5AL,MNBK5,green,red
2ETET,CYOSC,green,blue
Y7PN9,MKTV8,red,red
6O3BA,MBJ73,red,blue
R7SYL,8R4HC,red,red
JOBTU,IPLBI,blue,green
NA0OJ,8XKBN,green,blue
5Y3JS,G1BAN,blue,green
1BG8G,GHLUB,red,red
1CZ0U,PCDJ2,blue,red
5TC3H,MT023,red,green
SPKFS,UPDB4,green,green
WD7E6,UHZ81,red,blue
VIMY8,J8K06,green,red
TNWAH,2CZZ6,blue,green
RLNSC,V4ZBV,blue,blue
MZ6V5,0PQ1V,green,red
IN38O,PUDE6,blue,green
6ALQ8,RZZF2,blue,blue
XS4CF,9WBUE,green,red
8B1MM,0N84X,green,red
T9ECC,DNOE1,red,green
OY1UK,EM6X2,red,red
C534Z,MWWIZ,blue,red
4P4M4,U4U00,blue,blue
PPQU2,93OKD,blue,green
CBAN8,8P5QY,red,green
0KNP9,GIJFB,green,green
2U0U8,GTEKY,blue,blue
YN466,M8AMZ,green,blue
2HDJA,N7XBN,blue,red
X4PN1,CDOS5,green,red
NYN5I,WS2R3,red,green
ECZFS,8312J,green,green
RN6YE,JSCUG,green,red
7XHXX,YCLMK,green,green
UTTFN,WGRB5,red,red
I3JPM,382I1,red,red
KXQGY,7BMH8,green,red
Y4KI8,V7ZQT,green,blue
8S0Y5,TSWLN,blue,blue
59R0M,0H2EG,red,red
HK99G,NJD6X,blue,green
TF7B3,Y6E8U,red,blue
HZ9MN,GUHKN,blue,blue
YJNQ7,U8DQB,green,red
XVE9I,KTYE7,red,red
ZFF48,2594I,red,red
1NN46,X4LY7,green,red
UK2C1,ECZFS,red,blue
CABJT,MHUJK,blue,red
DESN1,2HDJA,blue,blue
M8F0T,FGQ8J,green,red
VFN8X,RK67T,red,blue
SXGHY,M5D88,red,blue
V9KW7,V0VS2,red,blue
Y6W0H,OXZY3,green,red
DR6PG,C534Z,red,green
LD5WR,J95J5,green,blue
20GPH,REY4S,green,green
ZTPEJ,LQXMH,blue,red
P38VP,CS5BZ,green,green
20GPH,487C7,blue,green
29T7Z,DJ47M,green,green
CZBX1,P5H9O,green,green
40LDN,GZ7L5,red,red
O90GF,U269Y,blue,blue
0ZU6L,V4ZBV,red,red
6SACK,N22QM,blue,red
9K7IK,ORM7Z,blue,blue
RZUKL,RVIYT,green,green
Z9ATV,012KO,blue,blue
JR37R,08Y3M,green,blue
1E8CL,Y45K6,blue,blue
SWPCP,MRQ26,blue,red
8P5QY,8BPSN,blue,red
JZF3M,Y95IF,green,red
XIZ3Z,3XK89,red,blue
FOVLW,TVP5I,blue,green
E3VR0,HR6IT,blue,red
2L970,XW119,red,blue
77EKN,KTZ8M,blue,blue
JBYFQ,5F4TY,red,blue
Z5ONJ,6X3TF,blue,blue
B2WDK,QULXT,green,red
QRT9A,PG32T,green,green
5VBDJ,LHLWN,green,blue
FGQ8J,BMSRG,green,blue
OV6Q4,H7INM,green,green
EH20F,SO28D,red,blue
WFRM0,Y5NSE,blue,green
HTPRR,7I9N1,blue,blue
4RITS,WJSFU,red,blue
U8OEF,R0YP2,green,red
B66MU,KRICQ,green,red
3IG71,YWQBI,blue,green
DO6YF,YJNQ7,red,green
45020,GSOWC,green,blue
5VBDJ,KXQGY,red,red
L0OVN,4VKA8,red,red
RZUKL,6ALQ8,red,green
MF28A,1TZFX,red,blue
8NQAS,J044L,green,blue
RZZF2,024RU,blue,blue
SPKFS,6JZAR,blue,red
RZGG2,VZ9K4,green,green
EE54R,LD5WR,blue,green
G0X6P,9I7R1,green,blue
04Z09,G3BPC,red,blue
LRYSC,1ZK9D,blue,red
8TWXR,ZEOPT,red,blue
EQH49,EE54R,red,red
ORM7Z,EZP7K,red,green
RTH2Y,RXPHO,blue,red
MRQ26,DDX2W,red,green
PCDJ2,Y95IF,green,blue
X82DQ,E1B4Z,green,blue
FF32X,TSWLN,red,blue
MBTVY,G89V5,blue,blue
QRT9A,GSOWC,blue,red
K4E7D,CIQ3Z,blue,red
UQ9FE,D81WE,red,red
7HQPC,R1JH5,blue,red
EMQYG,VIMY8,blue,blue
QORDP,TNNNC,red,red
F7FTL,5Q3W0,red,red
SOYLH,2ZIYM,green,blue
LX8YS,DNOE1,red,green
RTH2Y,CIAV6,green,blue
2OKRA,GXBYM,red,red
3KJV3,SPKFS,green,green
81Y5B,GL1FX,green,red
BJ9CO,MBJ73,green,blue
A713J,OV6Q4,blue,green
R7SYL,QO918,green,red
885V2,AYH5F,blue,blue
MT023,8T9DT,blue,green
25M6W,YWQBI,green,green
X4PN1,VQQJZ,blue,green
5D0BD,RNA90,green,red
LX8YS,S99XZ,green,blue
NW37L,NCPB6,blue,red
QBZ6M,4BHC6,green,blue
CUBF4,GUFW9,red,green
UD42W,TJVG2,green,green
EOH2G,LYPHQ,red,green
ZY7M8,QL3BO,blue,blue
HHDG5,CI7JY,green,red
5BG87,LHLWN,red,blue
GTEKY,OZUXL,green,red
13KHW,CLK79,red,green
3H5PG,Y4KI8,red,green
1KW1S,X4LY7,green,red
24WWE,MYFU1,red,green
CXGE8,1XVCU,blue,red
LARYM,2TFGW,green,blue
5MMY6,9WBUE,blue,red
P5H9O,KVKJP,blue,green
3800R,RERMN,red,blue
2CL3G,XX1OL,blue,green
0PQCE,13KHW,red,red
FGQ8J,W4ATV,red,red
TUB95,HSOOO,blue,red
EFL8F,2ETET,blue,red
U81KC,UB6SB,green,green
LHLWN,O2SV0,red,green
9Q3VQ,AJUOX,blue,green
DNOE1,BIV6N,blue,red
0KNP9,X43SQ,blue,blue
12KJ3,4QZJB,blue,blue
E2NP9,YRLLE,blue,green
NJD6X,DO6YF,blue,red
FF32X,RZCIK,blue,blue
3H4QS,20GPH,red,red
VGCBK,EH20F,red,green
08Y3M,8AUBU,red,green
ZDMBU,GC5Y2,green,red
V7ZQT,CLK79,red,red
9DY3I,CI7JY,blue,red
WNE53,5VBDJ,blue,green
T7TKS,A713J,green,blue
QUVEF,VZ9K4,blue,green
E0I9F,MH9A6,red,red
CHFTC,2CL3G,blue,green
QKAYH,POZSM,green,green
YG72D,0ZU6L,red,green
U2P5F,ZXZK2,blue,red
8BPSN,K4WSY,red,green
2TFGW,8TQ7L,green,red
B6HM5,MH9A6,red,red
CM9IK,CUBF4,red,green
AON59,J9DCM,blue,green
UCV8I,X25PS,green,green
QIPV9,95DY7,red,green
HUYSR,LW081,blue,red
TRYNL,UXOQ4,green,green
Y4ARZ,LDU7F,blue,green
CVZHS,KQA4E,green,blue
M8F0T,N6OSY,red,green
FJFGJ,RMS3X,green,green
EM1SW,VGCBK,green,green
HSOOO,DK7CC,red,red
OZUXL,CHFTC,red,red
SHRY2,1U9HK,red,red
ECZFS,Q3RP0,green,red
YK10O,79EN1,green,green
1B3X5,BDE5C,green,blue
21L0W,EM6X2,blue,blue
0JK41,47328,green,red
YH8DB,FYWQX,green,red
C1NHB,8TQMV,red,green
A09IX,7L4N7,blue,red
WGRB5,HTPRR,green,blue
4QZJB,T6CJX,red,green
RIC0E,DDX2W,red,green
G0X6P,NJD6X,blue,blue
EE54R,7LHW8,blue,green
IWUTO,94CZM,blue,red
GZ7L5,UI5AL,blue,blue
K64N9,UM75W,green,blue
SWPCP,AFCRO,red,blue
KTYQL,U269Y,blue,red
79KC4,P5YE1,blue,red
P5MKY,IWUTO,red,blue
JZYXZ,X6MNV,red,red
X4PN1,9Z1RL,blue,blue
1JXO7,9WBUE,red,red
PPQU2,4ZE4T,green,green
58MXZ,BD5AS,blue,green
U2P5F,K9FQP,red,blue
HJRQR,N22A0,red,green
NBRBM,7ARL1,red,blue
PRVWI,67GPP,red,green
3DHX9,DOVTG,red,red
CI4I3,SHRY2,red,green
MF28A,G1BAN,green,blue
B1Q6K,5R9W8,red,green
J1DJT,68KDQ,red,green
8NQAS,CZBX1,green,blue
YNALB,GO0S0,green,green
USKRX,QRVCZ,green,blue
3DHX9,I6V0A,red,red
R1JH5,XP6I4,green,green
F0CQJ,SBAA4,red,blue
4BHC6,2N10E,green,red
AFCRO,08Y3M,green,green
UM75W,QEB8G,green,blue
HFZ09,ETZU0,green,blue
9GLJN,XS4CF,blue,green
OWGFI,0B8RB,green,blue
KTYQL,3V26S,green,red
CDOS5,GL1XX,blue,red
89PG4,FF32X,green,blue
SSTYS,HFI1S,green,red
LW3QV,U81KC,green,green
HHDG5,Q46S2,green,green
2PH58,NZI2D,blue,blue
D5LWY,RJMT7,blue,red
3H5PG,7G8B6,green,blue
IL210,Q55UQ,red,blue
6XE5S,HQ764,green,green
KYYP4,ZLXNY,red,green
VO2EW,MPIQJ,green,green
QPOVG,6XWDH,green,red
QZ8WS,G7SJA,red,green
1VQ20,T9ALU,blue,red
7L4N7,ZY7M8,green,green
RN6YE,UK769,green,blue
SR4CW,D928C,blue,blue
5JMHH,DW5MJ,blue,red
CI7JY,GHLUB,green,blue
2ZV6W,W4ATV,green,blue
UI19F,5Q3W0,blue,red
MPIQJ,CABJT,green,green
7FY0V,HYJP3,green,green
Y4ARZ,1XDT0,blue,green
GHLUB,JZF3M,blue,green
MA86Q,I9LIN,green,red
2CZZ6,XX0BU,green,red
ICEVN,3800R,green,red
JOBTU,PCDJ2,blue,red
0ETWX,8AUBU,red,green
VCLW9,TNB22,green,green
487C7,0J8TC,blue,green
1KW1S,8SO5Z,green,blue
X7ISR,LX8YS,red,green
W5Z7J,GTEKY,blue,red
GUFW9,21L0W,red,red
NYN5I,59R0M,green,green
R5OSH,0P01H,green,green
PVP6H,W0DR2,green,red
EBSW0,NECSE,red,green
RJMT7,LOMFP,green,blue
QL3BO,C8Z0Z,blue,red
JBYFQ,3800R,blue,blue
UTTFN,5VBDJ,red,blue
LYPHQ,1DGE4,green,red
8SO5Z,QB3US,red,green
RZCIK,U2P5F,blue,blue
1DGE4,I6V0A,blue,red
6D5BN,XG8JK,blue,red
MT023,HLS1N,red,red
40LDN,5Q3W0,green,green
CVZHS,R7310,blue,red
ZV1X2,3EJX4,red,green
8BPSN,9Z1RL,blue,red
VFLPK,Y6W0H,blue,green
EX6D7,A713J,red,green
5Q3W0,M5D88,green,blue
POZSM,4D319,green,green
R0YP2,E7DB8,red,green
I6V0A,7FY0V,green,green
LW3QV,LC4JU,blue,green
FJFGJ,7I9N1,red,red
GD0PN,70S7I,red,blue
59R0M,XIX95,green,red
ACD94,1CIPK,red,green
Q46S2,GL1FX,green,green
UEQIR,3IG71,red,red
ZFF48,F7FTL,green,red
3V26S,EA5EV,blue,red
F0G9L,22XG5,red,green
D50SO,G3BPC,blue,green
KVKJP,EBAKR,blue,green
458OM,5VBDJ,green,red
FZPMI,T9ECC,blue,green
25M6W,8EYU2,red,blue
8T9DT,TRYNL,blue,blue
6DPQU,QYHQE,red,red
NLE82,LRYSC,green,green
7HIYA,JWFAE,red,blue
8P5QY,XS4CF,red,blue
K64N9,59T6W,green,blue
ULYCS,8TQMV,blue,blue
BDDE6,GSOWC,blue,blue
Q50LR,ENOMT,green,blue
Y95IF,9GX2B,green,blue
6M0W3,Q50LR,blue,red
VOSVE,6ALQ8,blue,red
B6HM5,9Q8T3,green,green
0N84X,58MXZ,red,blue
LX8YS,5Y3JS,red,red
2ZV6W,N7XBN,red,red
SHRY2,5C1R9,red,blue
JR37R,8NJCH,green,green
TF7B3,DOE2U,blue,blue
SJU70,78GXV,green,red
307TC,HAQRL,red,green
6XWDH,WL8G1,green,red
UB6SB,0J8TC,blue,blue
J26IB,9WBUE,green,blue
RUPOG,A713J,red,green
51549,CYOSC,red,blue
WJSFU,7L4N7,green,red
G44JF,GUHKN,blue,blue
U269Y,7R1BZ,green,red
WB3SK,OWIL3,blue,green
X4LY7,OU3EL,red,blue
WMQ5G,D6NP6,green,green
DO6YF,ZLDES,green,red
CABJT,DUBO2,green,red
QULXT,8SO5Z,red,blue
LY9E1,23NKK,green,green
L8OMN,FA765,red,green
WXU50,RTH2Y,blue,blue
SCPD1,SOYLH,blue,blue
XVE9I,RILWN,red,green
1DGE4,FYWQX,blue,blue
F0G9L,9UYBE,blue,green
BUHTO,2PH58,green,green
IHLE7,HR6IT,blue,blue
TNNNC,HJRQR,blue,red
U2P5F,8AUBU,blue,blue
22XG5,T0JC3,blue,green
PA5OG,0YBC7,green,blue
OZUXL,25I5U,blue,blue
NX6IS,Y6W0H,red,blue
4QZJB,FYWQX,red,blue
B5S64,L9KTE,green,red
RILWN,WMQ5G,red,red
WL8G1,57OW5,blue,red
VFN8X,E1B4Z,blue,blue
1TPG3,DB1CK,red,blue
78GXV,Y7WP0,green,red
X4LY7,NYN5I,red,red
8BPSN,NECSE,blue,red
4VKA8,I7JCV,green,blue
G7SJA,AGOZZ,red,red
HAXAZ,CDOS5,blue,green
AQTI1,21L0W,red,green
77EKN,PZ2PW,blue,blue
MKTV8,SYCL1,green,red
SBAA4,J044L,green,red
CI7JY,7KMQ7,red,green
U2R3W,QPOVG,blue,red
TVQOC,K4E7D,red,blue
EE54R,MSR3J,green,green
MBJ73,UD42W,red,red
OF1N6,UM75W,blue,green
2594I,KMTBL,green,red
U3VP9,HI6UQ,green,green
YTUWC,1NN46,red,green
81Y5B,JGR33,blue,green
I0822,1LZXI,green,green
A3MKK,L9KTE,green,green
XW119,MBJ73,red,blue
TSWLN,GV88P,blue,green
NBRBM,OV6Q4,blue,green
4BHC6,8TQMV,blue,blue
OEXHO,RTH2Y,blue,blue
T9RTB,7HQPC,green,red
XIX95,YRLLE,blue,blue
51FCS,2VHC2,green,red
LEA39,D50SO,green,blue
ORM7Z,IZWDJ,red,blue
4J799,QCMCD,blue,red
7ARL1,JLLBD,blue,green
SJU70,KTZ8M,blue,green
7EESK,LQQWJ,red,red
BNTMC,65DNU,green,blue
0P01H,25M6W,red,blue
PUDE6,F0G9L,red,red
I3UOU,WUGEM,green,blue
NW37L,1NN46,blue,green
AJUOX,5Y3JS,red,blue
6JX21,TRYNL,blue,green
U9MYY,B3CQ5,blue,red
P8UZ2,0RD2P,blue,red
59T6W,X43SQ,blue,green
270ZF,QZ8WS,blue,blue
9Z1RL,EKI8S,blue,red
GUHKN,CI4I3,blue,green
MNBK5,AVYMA,red,blue
1BG8G,GL1FX,green,green
NX6IS,W0DR2,red,blue
CI7JY,T6CJX,blue,blue
UK2C1,24WWE,green,green
RZ81Y,H7INM,red,red
F0CQJ,7G8B6,green,green
H3IOL,HN3EH,green,green
ROGON,7WJYZ,blue,green
DESN1,BCOBZ,green,red
UHZ81,3H4QS,red,green
W0DR2,4RITS,blue,green
PW7P4,PQUYZ,green,blue
7LHW8,LDU7F,red,green
7I6QF,L8OMN,green,green
NL4QH,HHDG5,blue,red
QIPV9,HK99G,red,red
REY4S,UO2GJ,red,red
8TWXR,XW119,green,blue
QO918,CLE4I,red,red
IWP8R,VFN8X,blue,green
V7ZQT,5F4TY,blue,red
U5IQK,NYN5I,green,green
SJSTG,2ZIYM,blue,green
VGCBK,22W7D,green,blue
J95J5,129H8,green,green
CBAN8,4UQ24,green,green
7EESK,5OFQ8,green,red
FJVAM,CX19V,red,green
O7EYM,TRRK5,blue,red
K4WSY,MPJC9,red,red
129H8,SXGHY,red,red
QIG7I,QPOVG,blue,red
14BWK,YH8DB,green,red
0E346,X4VHI,blue,green
VFLPK,2OKRA,green,green
GL1XX,Y4KI8,red,blue
I0822,8O3WN,blue,red
8XKBN,F0G9L,red,green
B6HM5,SRP3U,red,red
VOSVE,Q46S2,blue,green
A713J,A0ZLT,green,blue
TUB95,1J9YF,blue,blue
U81KC,PYHV8,red,red
P5MKY,G2VZ2,blue,red
K4E7D,UB6SB,green,red
FZPMI,QBZ6M,red,red
I7JCV,X4PN1,red,green
H7INM,YWQBI,green,red
4FRD4,0PTVR,green,red
